"time (UTC)","airtemp_avg (degC)","qc_airtemp_avg","baro_pressure (hPa)","qc_baro_pressure","rh (%)","qc_rh","rain (in)","qc_rain","winddir (deg from)","qc_winddir","windspeed_avg (m/s)","qc_windspeed_avg","windspeed_max (m/s)","qc_windspeed_max","land par_avg (μmol of photons m-2 s-1)","qc_par_avg","underwater lower_par (μmol of photons m-2 s-1)","qc_lower_par","underwater upper_par (μmol of photons m-2 s-1)","qc_upper_par","co2_avg (ppm)","qc_co2_avg","h2o_avg (mmol/mol)","qc_h2o_avg"
"2025-07-02 10:15:00.000","11.979999542236328","0","1013.4630126953125","0","85.19999694824219","0","0.0","0","316.5","0","0.09700000286102295","0","0.7329999804496765","0","0.0","0","3.996000051498413","0","0.0","0","433.29998779296875","0","11.180000305175781","0"
"2025-07-02 10:20:00.000","11.979999542236328","0","1013.5","0","85.4000015258789","0","0.0","0","49.75","0","0.0","0","0.0","0","0.0","0","27.239999771118164","0","0.0","0","427.20001220703125","0","11.279999732971191","0"
"2025-07-02 10:25:00.000","11.930000305175781","0","1013.5679931640625","0","85.80000305175781","0","0.0","0","117.5999984741211","0","0.14000000059604645","0","1.1330000162124634","0","0.0","0","7.190000057220459","0","0.0","0","424.20001220703125","0","11.289999961853027","0"
"2025-07-02 10:30:00.000","11.960000038146973","0","1013.5750122070312","0","86.19999694824219","0","0.0","0","159.5","0","0.5199999809265137","0","1.2990000247955322","0","0.0","0","38.810001373291016","0","0.0","0","420.6000061035156","0","11.380000114440918","0"
"2025-07-02 10:35:00.000","11.90999984741211","0","1013.593017578125","0","86.5999984741211","0","0.0","0","182.0","0","0.7059999704360962","0","1.2000000476837158","0","0.0","0","24.729999542236328","0","0.0","0","418.5","0","11.369999885559082","0"
"2025-07-02 10:40:00.000","11.920000076293945","0","1013.635009765625","0","86.5999984741211","0","0.0","0","104.9000015258789","0","0.39800000190734863","0","1.1660000085830688","0","0.0","0","102.5999984741211","0","0.0","0","418.5","0","11.40999984741211","0"
"2025-07-02 10:45:00.000","11.819999694824219","0","1013.656982421875","0","86.9000015258789","0","0.0","0","193.5","0","0.36399999260902405","0","1.0329999923706055","0","0.0","0","60.060001373291016","0","0.0","0","420.29998779296875","0","11.25","0"
"2025-07-02 10:50:00.000","11.869999885559082","0","1013.7000122070312","0","86.5","0","0.0","0","202.3000030517578","0","0.6940000057220459","0","1.4329999685287476","0","0.0","0","71.45999908447266","0","0.0","0","421.29998779296875","0","11.25","0"
"2025-07-02 10:55:00.000","11.789999961853027","0","1013.7150268554688","0","86.5","0","0.0","0","245.1999969482422","0","0.515999972820282","0","1.100000023841858","0","0.0","0","36.88999938964844","0","0.0","0","422.8999938964844","0","11.140000343322754","0"
"2025-07-02 11:00:00.000","11.789999961853027","0","1013.7620239257812","0","86.30000305175781","0","0.0","0","327.0","0","0.3479999899864197","0","1.0329999923706055","0","0.0","0","36.689998626708984","0","0.0","0","424.1000061035156","0","11.220000267028809","0"
"2025-07-02 11:05:00.000","11.65999984741211","0","1013.7919921875","0","86.69999694824219","0","0.0","0","282.1000061035156","0","0.3140000104904175","0","0.6660000085830688","0","0.0","0","25.31999969482422","0","0.0","0","429.1000061035156","0","11.109999656677246","0"
"2025-07-02 11:10:00.000","11.65999984741211","0","1013.7999877929688","0","86.9000015258789","0","0.0","0","255.6999969482422","0","0.2669999897480011","0","0.699999988079071","0","0.0","0","98.30000305175781","0","0.0","0","424.0","0","11.149999618530273","0"
"2025-07-02 11:15:00.000","11.630000114440918","0","1013.7999877929688","0","86.80000305175781","0","0.0","0","290.29998779296875","0","0.6430000066757202","0","1.3329999446868896","0","0.0","0","126.5","0","0.0","0","425.3999938964844","0","11.130000114440918","0"
"2025-07-02 11:20:00.000","11.529999732971191","0","1013.7999877929688","0","86.69999694824219","0","0.0","0","278.70001220703125","0","0.7129999995231628","0","1.2330000400543213","0","0.0","0","52.220001220703125","0","0.0","0","430.3999938964844","0","11.0600004196167","0"
"2025-07-02 11:25:00.000","11.4399995803833","0","1013.7999877929688","0","86.69999694824219","0","0.0","0","302.6000061035156","0","0.48100000619888306","0","1.1330000162124634","0","0.0","0","85.19999694824219","0","0.0","0","430.1000061035156","0","11.010000228881836","0"
"2025-07-02 11:30:00.000","11.220000267028809","0","1013.85302734375","0","87.30000305175781","0","0.0","0","312.1000061035156","0","1.99399995803833","0","2.999000072479248","0","0.0","0","45.7599983215332","0","0.0","0","439.0","0","10.90999984741211","0"
"2025-07-02 11:35:00.000","11.100000381469727","0","1013.8679809570312","0","87.80000305175781","0","0.0","0","294.0","0","1.1929999589920044","0","1.8329999446868896","0","0.0","0","91.4000015258789","0","0.0","0","441.70001220703125","0","10.899999618530273","0"
