"time (UTC)","temperature","qc_temperature","ph","qc_ph"
"2025-05-25 07:46:20.000","10.236907958984375","8","7.878046035766602","0"
"2025-05-25 08:01:20.000","10.259246826171875","0","7.819991111755371","0"
"2025-05-25 08:16:20.000","10.197845458984375","0","7.8328537940979","0"
"2025-05-25 08:31:20.000","10.01373291015625","0","7.818628787994385","0"
"2025-05-25 08:46:20.000","10.069488525390625","0","7.814797401428223","0"
"2025-05-25 09:01:20.000","10.78466796875","0","8.049342155456543","0"
"2025-05-25 09:16:20.000","10.47149658203125","0","8.002921104431152","0"
"2025-05-25 09:31:20.000","11.749664306640625","0","7.739084243774414","0"
"2025-05-25 11:01:20.000","10.991851806640625","0","8.08000373840332","0"
"2025-05-25 11:16:20.000","10.846221923828125","0","8.064075469970703","0"
"2025-05-25 11:31:20.000","10.689544677734375","0","7.947293758392334","0"
"2025-05-25 11:46:20.000","10.689544677734375","0","7.957808017730713","0"
"2025-05-25 12:01:20.000","10.5888671875","0","7.9241042137146","0"
"2025-05-25 12:16:20.000","10.69512939453125","0","7.993267059326172","0"
"2025-05-25 12:31:20.000","-9999.0","1","-9999.0","1"
"2025-05-25 14:01:20.000","10.9974365234375","0","7.992946147918701","0"
"2025-05-25 14:16:20.000","10.980621337890625","0","8.02865982055664","0"
"2025-05-25 14:31:20.000","10.97503662109375","0","7.991508960723877","0"
"2025-05-25 14:46:20.000","10.97503662109375","0","7.940352439880371","0"
"2025-05-25 15:01:20.000","10.963836669921875","0","8.000181198120117","0"
"2025-05-25 15:16:20.000","10.97503662109375","0","7.999626159667969","0"
"2025-05-25 15:31:20.000","118.93344116210938","12","6.5073370933532715","10"
"2025-05-25 16:46:20.000","11.098297119140625","8","8.027894973754883","8"
"2025-05-25 17:01:20.000","11.328277587890625","0","7.926854133605957","0"
"2025-05-25 17:16:20.000","11.249725341796875","0","8.019712448120117","0"
"2025-05-25 17:31:20.000","10.779052734375","0","7.954654216766357","0"
"2025-05-25 17:46:20.000","10.891021728515625","0","8.062761306762695","0"
"2025-05-25 18:01:20.000","10.628021240234375","0","7.925331115722656","0"
"2025-05-25 18:16:20.000","-9999.0","1","-9999.0","1"
"2025-05-25 19:46:20.000","10.008148193359375","0","7.763397216796875","0"
"2025-05-25 20:01:20.000","9.92449951171875","0","7.7957048416137695","0"
"2025-05-25 20:16:20.000","9.896636962890625","0","7.835372447967529","0"
"2025-05-25 20:31:20.000","9.813018798828125","0","7.819052219390869","0"
"2025-05-25 20:46:20.000","9.918914794921875","0","7.814380645751953","0"
"2025-05-25 21:01:20.000","10.125274658203125","0","7.77974271774292","0"
"2025-05-25 21:16:20.000","114.47088623046875","12","6.811335563659668","10"
"2025-05-25 22:46:20.000","10.26483154296875","8","7.810600757598877","8"
"2025-05-25 23:01:20.000","10.2760009765625","0","7.8286309242248535","0"
"2025-05-25 23:16:20.000","11.036651611328125","0","7.9451398849487305","0"
"2025-05-25 23:31:20.000","11.952301025390625","0","7.850593090057373","0"
"2025-05-25 23:46:20.000","12.43170166015625","0","8.066632270812988","0"
"2025-05-26 00:01:20.000","12.657806396484375","0","7.927192211151123","0"
"2025-05-26 00:16:20.000","12.697418212890625","0","8.135519981384277","0"
"2025-05-26 00:31:20.000","12.505157470703125","0","8.166949272155762","0"
"2025-05-26 00:46:20.000","12.7257080078125","0","8.037075996398926","0"
"2025-05-26 01:01:20.000","12.765350341796875","0","8.110459327697754","0"
"2025-05-26 01:16:20.000","12.980621337890625","0","8.190491676330566","0"
"2025-05-26 01:31:20.000","12.99761962890625","0","8.20238971710205","0"
"2025-05-26 01:46:20.000","12.963592529296875","0","-9999.0","1"
"2025-05-26 02:01:20.000","12.963592529296875","0","8.211484909057617","0"
"2025-05-26 02:16:20.000","12.759674072265625","0","8.08969783782959","0"
"2025-05-26 02:31:20.000","12.703094482421875","0","8.169364929199219","0"
"2025-05-26 02:46:20.000","12.674774169921875","0","8.271827697753906","0"
"2025-05-26 03:01:20.000","12.646514892578125","0","8.099127769470215","0"
"2025-05-26 03:16:20.000","12.375244140625","0","8.74539852142334","8"
"2025-05-26 03:31:20.000","12.121337890625","0","8.649237632751465","0"
"2025-05-26 03:46:20.000","-9999.0","1","-9999.0","1"
"2025-05-26 04:46:20.000","11.238494873046875","0","7.934842586517334","0"
"2025-05-26 05:01:20.000","10.331817626953125","0","7.924767971038818","0"
"2025-05-26 05:16:20.000","10.08624267578125","0","7.798810005187988","0"
"2025-05-26 05:31:20.000","9.92449951171875","0","7.829273223876953","0"
"2025-05-26 05:46:20.000","9.829742431640625","0","7.817661285400391","0"
"2025-05-26 06:01:20.000","9.7684326171875","0","7.880732536315918","0"
"2025-05-26 06:16:20.000","-9999.0","1","3.85965633392334","10"
"2025-05-26 07:46:20.000","9.76287841796875","0","7.805198669433594","8"
"2025-05-26 08:01:20.000","9.818603515625","0","7.828515529632568","0"
"2025-05-26 08:16:20.000","9.813018798828125","0","7.842677116394043","0"
"2025-05-26 08:31:20.000","9.84088134765625","0","7.825401306152344","0"
"2025-05-26 08:46:20.000","10.0025634765625","0","7.830330848693848","0"
"2025-05-26 09:01:20.000","9.796295166015625","0","7.810251712799072","0"
"2025-05-26 09:16:20.000","9.78515625","0","7.823764324188232","0"
"2025-05-26 09:31:20.000","4.28424072265625","8","-9999.0","1"
"2025-05-26 11:01:20.000","10.5888671875","8","-9999.0","1"
"2025-05-26 11:16:20.000","10.49383544921875","0","7.964292526245117","0"
"2025-05-26 11:31:20.000","10.432373046875","0","8.206568717956543","0"
"2025-05-26 11:46:20.000","10.44354248046875","0","8.1475248336792","0"
"2025-05-26 12:01:20.000","10.47149658203125","0","7.9022016525268555","0"
"2025-05-26 12:16:20.000","10.465911865234375","0","8.418519973754883","8"
"2025-05-26 12:31:20.000","90.14520263671875","12","-9999.0","1"
"2025-05-26 14:01:20.000","10.54974365234375","8","7.913241386413574","0"
"2025-05-26 14:16:20.000","10.5665283203125","0","7.921838283538818","0"
"2025-05-26 14:31:20.000","10.572113037109375","0","7.91118860244751","0"
"2025-05-26 14:46:20.000","10.5665283203125","0","7.882039546966553","0"
"2025-05-26 15:01:20.000","10.57769775390625","0","7.897950649261475","0"
"2025-05-26 15:16:20.000","10.594482421875","0","7.899580001831055","0"
"2025-05-26 15:31:20.000","89.34613037109375","12","6.697507858276367","10"
"2025-05-26 17:01:20.000","10.6168212890625","8","7.967421531677246","8"
"2025-05-26 17:16:20.000","10.628021240234375","0","7.9330315589904785","0"
"2025-05-26 17:31:20.000","10.661590576171875","0","7.987042427062988","0"
"2025-05-26 17:46:20.000","10.661590576171875","0","7.974129676818848","0"
"2025-05-26 18:01:20.000","10.739898681640625","0","7.95896053314209","0"
"2025-05-26 18:16:20.000","10.723114013671875","0","7.983539581298828","0"
"2025-05-26 18:31:20.000","10.370941162109375","0","7.9521074295043945","0"
"2025-05-26 18:46:20.000","-9999.0","1","7.341876983642578","8"
"2025-05-26 20:31:20.000","9.818603515625","0","7.843774318695068","8"
"2025-05-26 20:46:20.000","9.74615478515625","0","7.858263969421387","0"
"2025-05-26 21:01:20.000","9.712738037109375","0","7.859260559082031","0"
"2025-05-26 21:16:20.000","9.65704345703125","0","7.825555801391602","0"
"2025-05-26 21:31:20.000","9.5902099609375","0","7.8211750984191895","0"
"2025-05-26 21:46:20.000","7.6971435546875","0","5.777199745178223","10"
"2025-05-26 23:01:20.000","9.90777587890625","0","7.853604316711426","8"
"2025-05-26 23:16:20.000","9.930084228515625","0","7.829180717468262","0"
"2025-05-26 23:31:20.000","9.913360595703125","0","7.843475341796875","0"
"2025-05-26 23:46:20.000","9.913360595703125","0","7.824824810028076","0"
"2025-05-27 00:01:20.000","9.902191162109375","0","7.830038547515869","0"
"2025-05-27 00:16:20.000","9.918914794921875","0","7.844449520111084","0"
"2025-05-27 00:31:20.000","10.706329345703125","0","7.921645641326904","0"
"2025-05-27 00:46:20.000","10.857421875","0","8.008896827697754","0"
"2025-05-27 01:01:20.000","10.846221923828125","0","8.00032901763916","0"
"2025-05-27 01:16:20.000","10.829437255859375","0","8.005144119262695","0"
"2025-05-27 01:31:20.000","10.773468017578125","0","7.969715118408203","0"
"2025-05-27 01:46:20.000","10.829437255859375","0","8.020296096801758","0"
"2025-05-27 02:01:20.000","10.835052490234375","0","8.003432273864746","0"
"2025-05-27 02:16:20.000","10.846221923828125","0","8.016716957092285","0"
"2025-05-27 02:31:20.000","10.87982177734375","0","8.039772033691406","0"
"2025-05-27 02:46:20.000","10.807037353515625","0","8.036437034606934","0"
"2025-05-27 03:01:20.000","10.76226806640625","0","8.023734092712402","0"
"2025-05-27 03:16:20.000","10.756683349609375","0","7.986876010894775","0"
"2025-05-27 03:31:20.000","10.5888671875","0","8.00104808807373","0"
"2025-05-27 03:46:20.000","-13.396270751953125","10","7.702193260192871","0"
"2025-05-27 05:01:20.000","10.57769775390625","8","7.963221073150635","0"
"2025-05-27 05:16:20.000","10.583282470703125","0","7.969150066375732","0"
"2025-05-27 05:31:20.000","10.5665283203125","0","7.990925312042236","0"
"2025-05-27 05:46:20.000","10.454742431640625","0","7.965263366699219","0"
"2025-05-27 06:01:20.000","10.29833984375","0","7.9419403076171875","0"
"2025-05-27 06:16:20.000","10.108551025390625","0","7.899022102355957","0"
"2025-05-27 06:31:20.000","92.00677490234375","12","-9999.0","1"
"2025-05-27 08:01:20.000","9.47332763671875","8","7.809134483337402","0"
"2025-05-27 08:16:20.000","9.467742919921875","0","7.818879127502441","0"
"2025-05-27 08:31:20.000","9.45660400390625","0","7.80588960647583","0"
"2025-05-27 08:46:20.000","9.51226806640625","0","7.811083793640137","0"
"2025-05-27 09:01:20.000","9.517852783203125","0","7.845363140106201","0"
"2025-05-27 09:16:20.000","9.545684814453125","0","7.826630115509033","0"
"2025-05-27 09:31:20.000","0.72393798828125","8","8.803956985473633","8"
"2025-05-27 10:46:20.000","10.4100341796875","8","7.916667461395264","8"
"2025-05-27 11:01:20.000","10.354156494140625","0","7.955041408538818","0"
"2025-05-27 11:16:20.000","10.49383544921875","0","7.940982341766357","0"
"2025-05-27 11:31:20.000","10.482666015625","0","7.968183517456055","0"
"2025-05-27 11:46:20.000","10.477081298828125","0","7.926929473876953","0"
"2025-05-27 12:01:20.000","10.42120361328125","0","7.997276306152344","0"
"2025-05-27 12:16:20.000","-9999.0","1","-9999.0","1"
"2025-05-27 13:31:20.000","10.320648193359375","0","7.900798320770264","0"
"2025-05-27 13:46:20.000","10.331817626953125","0","7.906521320343018","0"
"2025-05-27 14:01:20.000","10.342987060546875","0","7.91264009475708","0"
"2025-05-27 14:16:20.000","10.3876953125","0","7.924226760864258","0"
"2025-05-27 14:31:20.000","10.426788330078125","0","7.929915904998779","0"
"2025-05-27 14:46:20.000","10.4603271484375","0","7.939531326293945","0"
"2025-05-27 15:01:20.000","-6.198760986328125","10","7.476088047027588","0"
"2025-05-27 16:16:20.000","10.69512939453125","8","7.950621128082275","0"
"2025-05-27 16:31:20.000","10.76226806640625","0","7.992982387542725","0"
"2025-05-27 16:46:20.000","10.8238525390625","0","7.973182201385498","0"
"2025-05-27 17:01:20.000","10.87982177734375","0","8.000995635986328","0"
"2025-05-27 17:16:20.000","10.935821533203125","0","7.987367153167725","0"
"2025-05-27 17:31:20.000","10.958221435546875","0","8.039958000183105","0"
"2025-05-27 17:46:20.000","11.047882080078125","0","8.038202285766602","0"
"2025-05-27 19:01:20.000","11.227264404296875","0","8.094608306884766","0"
"2025-05-27 19:16:20.000","10.863037109375","0","8.00423526763916","0"
"2025-05-27 19:31:20.000","10.655975341796875","0","8.028792381286621","0"
"2025-05-27 19:46:20.000","10.773468017578125","0","7.980104446411133","0"
"2025-05-27 20:01:20.000","10.505035400390625","0","7.942318916320801","0"
"2025-05-27 20:16:20.000","10.4603271484375","0","7.953665733337402","0"
"2025-05-27 20:31:20.000","10.236907958984375","0","7.962508678436279","0"
"2025-05-27 20:46:20.000","-9999.0","1","-9999.0","1"
"2025-05-27 22:31:20.000","9.790740966796875","0","7.881842136383057","0"
"2025-05-27 22:46:20.000","10.0025634765625","0","7.859835147857666","0"
"2025-05-27 23:01:20.000","10.091796875","0","7.863053321838379","0"
"2025-05-27 23:16:20.000","10.119720458984375","0","7.882154941558838","0"
"2025-05-27 23:31:20.000","10.14202880859375","0","7.872476100921631","0"
"2025-05-27 23:46:20.000","10.164337158203125","0","7.8791728019714355","0"
"2025-05-28 00:01:20.000","10.136444091796875","0","7.895999908447266","0"
"2025-05-28 00:16:20.000","10.1141357421875","0","7.862439155578613","0"
"2025-05-28 00:31:20.000","10.069488525390625","0","7.831477642059326","0"
"2025-05-28 00:46:20.000","9.991424560546875","0","7.843000411987305","0"
"2025-05-28 01:01:20.000","10.6783447265625","0","7.842196941375732","0"
"2025-05-28 01:16:20.000","10.706329345703125","0","7.92511510848999","0"
"2025-05-28 01:31:20.000","10.644805908203125","0","7.8711395263671875","0"
"2025-05-28 01:46:20.000","10.689544677734375","0","7.926692962646484","0"
"2025-05-28 02:01:20.000","10.756683349609375","0","8.03019905090332","0"
"2025-05-28 02:16:20.000","10.723114013671875","0","7.961091995239258","0"
"2025-05-28 02:31:20.000","10.73431396484375","0","7.956221580505371","0"
"2025-05-28 02:46:20.000","10.644805908203125","0","7.981628894805908","0"
"2025-05-28 03:01:20.000","10.723114013671875","0","7.889963626861572","0"
"2025-05-28 03:16:20.000","10.69512939453125","0","7.967020034790039","0"
"2025-05-28 03:31:20.000","10.655975341796875","0","7.950435638427734","0"
"2025-05-28 03:46:20.000","81.02047729492188","12","6.063151836395264","10"
"2025-05-28 05:01:20.000","10.790252685546875","8","8.000200271606445","8"
"2025-05-28 05:16:20.000","10.829437255859375","0","7.992940902709961","0"
"2025-05-28 05:31:20.000","10.846221923828125","0","7.915865898132324","0"
"2025-05-28 05:46:20.000","10.857421875","0","8.075639724731445","0"
"2025-05-28 06:01:20.000","10.8182373046875","0","7.977743148803711","0"
"2025-05-28 06:16:20.000","10.7510986328125","0","7.897068977355957","0"
"2025-05-28 07:46:20.000","9.629180908203125","0","7.844156742095947","0"
"2025-05-28 08:01:20.000","9.551239013671875","0","7.852785110473633","0"
"2025-05-28 08:16:20.000","9.913360595703125","0","7.864199161529541","0"
"2025-05-28 08:31:20.000","9.98583984375","0","7.866546154022217","0"
"2025-05-28 08:46:20.000","10.24249267578125","0","7.808917045593262","0"
"2025-05-28 09:01:20.000","9.9691162109375","0","7.876440048217773","0"
"2025-05-28 09:16:20.000","-9999.0","1","8.151131629943848","0"
"2025-05-28 10:46:20.000","11.154388427734375","0","7.905543327331543","0"
"2025-05-28 11:01:20.000","10.941436767578125","0","8.005006790161133","0"
"2025-05-28 11:16:20.000","11.311431884765625","0","8.063315391540527","0"
"2025-05-28 11:31:20.000","11.27215576171875","0","8.139973640441895","0"
"2025-05-28 11:46:20.000","10.980621337890625","0","7.946676254272461","0"
"2025-05-28 12:01:20.000","10.896636962890625","0","7.995935440063477","0"
"2025-05-28 12:16:20.000","10.723114013671875","0","7.900007247924805","0"
"2025-05-28 12:31:20.000","-6.234527587890625","10","-9999.0","1"
"2025-05-28 14:01:20.000","10.835052490234375","8","7.9909281730651855","0"
"2025-05-28 14:16:20.000","10.829437255859375","0","8.0797119140625","0"
"2025-05-28 14:31:20.000","10.868621826171875","0","7.9769206047058105","0"
"2025-05-28 14:46:20.000","10.84063720703125","0","7.962652683258057","0"
"2025-05-28 15:01:20.000","10.863037109375","0","7.9833831787109375","0"
"2025-05-28 15:16:20.000","10.84063720703125","0","8.00857925415039","0"
"2025-05-28 15:31:20.000","-9999.0","1","-9999.0","1"
"2025-05-28 17:01:20.000","11.216064453125","0","8.059507369995117","0"
"2025-05-28 17:16:20.000","11.249725341796875","0","8.037605285644531","0"
"2025-05-28 17:31:20.000","11.300201416015625","0","8.010462760925293","0"
"2025-05-28 17:46:20.000","11.28900146484375","0","8.033138275146484","0"
"2025-05-28 18:01:20.000","11.3619384765625","0","8.036913871765137","0"
"2025-05-28 18:16:20.000","11.3787841796875","0","8.023821830749512","0"
"2025-05-28 18:46:15.000","-66.38658142089844","10","-9999.0","1"
"2025-05-28 20:16:20.000","11.4798583984375","8","8.045463562011719","0"
"2025-05-28 20:31:20.000","11.3900146484375","0","7.980154514312744","0"
"2025-05-28 20:46:20.000","11.193634033203125","0","7.9781341552734375","0"
"2025-05-28 21:01:20.000","11.070281982421875","0","7.925961971282959","0"
"2025-05-28 21:16:20.000","10.8238525390625","0","7.913109302520752","0"
"2025-05-28 21:31:20.000","10.555328369140625","0","7.924719333648682","0"
"2025-05-28 21:46:20.000","-9999.0","1","-9999.0","1"
"2025-05-28 23:16:20.000","10.342987060546875","0","7.858419418334961","0"
"2025-05-28 23:31:20.000","10.30389404296875","0","7.850372791290283","0"
"2025-05-28 23:46:20.000","10.292755126953125","0","7.919076919555664","0"
"2025-05-29 00:01:20.000","10.186676025390625","0","7.925922870635986","0"
"2025-05-29 00:16:20.000","10.14202880859375","0","7.921879768371582","0"
"2025-05-29 00:31:20.000","10.04718017578125","0","7.871346473693848","0"
"2025-05-29 00:46:20.000","10.058349609375","0","7.8591837882995605","0"
"2025-05-29 01:01:20.000","10.04718017578125","0","7.8577375411987305","0"
"2025-05-29 01:16:20.000","10.06390380859375","0","7.843967914581299","0"
"2025-05-29 01:31:20.000","10.0750732421875","0","7.852558612823486","0"
"2025-05-29 01:46:20.000","10.125274658203125","0","7.859710693359375","0"
"2025-05-29 02:01:20.000","10.236907958984375","0","7.839999198913574","0"
"2025-05-29 02:16:20.000","10.4100341796875","0","7.840731143951416","0"
"2025-05-29 02:31:20.000","10.281585693359375","0","7.8926591873168945","0"
"2025-05-29 02:46:20.000","10.20343017578125","0","7.8649702072143555","0"
"2025-05-29 03:01:20.000","10.3876953125","0","7.838042736053467","0"
"2025-05-29 03:16:20.000","10.42120361328125","0","7.8716020584106445","0"
"2025-05-29 03:31:20.000","10.3876953125","0","7.874475479125977","0"
"2025-05-29 03:46:20.000","-9999.0","1","-9999.0","1"
"2025-05-29 05:01:20.000","10.437957763671875","0","7.886631488800049","0"
"2025-05-29 05:16:20.000","10.437957763671875","0","7.882663726806641","0"
"2025-05-29 05:31:20.000","10.437957763671875","0","7.877590656280518","0"
"2025-05-29 05:46:20.000","10.454742431640625","0","7.898779392242432","0"
"2025-05-29 06:01:20.000","10.449127197265625","0","7.883607864379883","0"
"2025-05-29 06:16:20.000","10.432373046875","0","7.915641784667969","0"
"2025-05-29 06:31:20.000","26.22015380859375","8","-9999.0","1"
"2025-05-29 08:01:20.000","10.382110595703125","8","7.871642589569092","0"
"2025-05-29 08:16:20.000","10.370941162109375","0","7.8465070724487305","0"
"2025-05-29 08:31:20.000","10.22015380859375","0","7.877460479736328","0"
"2025-05-29 08:46:20.000","10.281585693359375","0","7.7753496170043945","0"
"2025-05-29 09:01:20.000","10.10296630859375","0","7.8485918045043945","0"
"2025-05-29 09:16:20.000","10.18109130859375","0","7.876756191253662","0"
"2025-05-29 09:31:20.000","10.036041259765625","0","7.830306529998779","0"
"2025-05-29 09:46:20.000","-9999.0","1","-9999.0","1"
"2025-05-29 11:31:20.000","11.0030517578125","0","8.05361270904541","0"
"2025-05-29 11:46:20.000","11.0030517578125","0","8.069605827331543","0"
"2025-05-29 12:01:20.000","11.008636474609375","0","7.961707592010498","0"
"2025-05-29 12:16:20.000","11.02545166015625","0","7.984278678894043","0"
"2025-05-29 12:31:20.000","11.1319580078125","0","8.007145881652832","0"
"2025-05-29 12:46:20.000","10.919036865234375","0","8.044553756713867","0"
"2025-05-29 13:01:20.000","-9999.0","1","-9999.0","1"
"2025-05-29 14:46:20.000","10.795867919921875","0","8.009641647338867","0"
"2025-05-29 15:01:20.000","10.739898681640625","0","7.957151412963867","0"
"2025-05-29 15:16:20.000","10.6839599609375","0","7.91790771484375","0"
"2025-05-29 15:31:20.000","10.7119140625","0","7.805412292480469","0"
"2025-05-29 15:46:20.000","10.66717529296875","0","7.948461532592773","0"
"2025-05-29 16:01:20.000","-9999.0","1","-9999.0","1"
"2025-05-29 17:46:20.000","10.6839599609375","0","7.944119453430176","0"
"2025-05-29 18:01:20.000","10.69512939453125","0","7.878113746643066","0"
"2025-05-29 18:16:20.000","10.72869873046875","0","7.994295120239258","0"
"2025-05-29 18:31:20.000","10.73431396484375","0","7.988511085510254","0"
"2025-05-29 18:46:20.000","10.779052734375","0","7.973810195922852","0"
"2025-05-29 19:01:20.000","10.795867919921875","0","7.9506659507751465","0"
"2025-05-29 19:16:20.000","10.84063720703125","0","8.005956649780273","0"
"2025-05-29 21:01:20.000","10.4603271484375","0","7.889435291290283","0"
"2025-05-29 21:16:20.000","10.32623291015625","0","7.8235273361206055","0"
"2025-05-29 21:31:20.000","10.175506591796875","0","7.909885406494141","0"
"2025-05-29 21:46:20.000","10.10296630859375","0","7.868390083312988","0"
"2025-05-29 22:01:20.000","10.041595458984375","0","7.867259502410889","0"
"2025-05-30 00:01:20.000","9.523406982421875","0","7.790168285369873","0"
"2025-05-30 00:16:20.000","9.82415771484375","0","7.795211315155029","0"
"2025-05-30 00:31:20.000","9.82415771484375","0","7.732858180999756","0"
"2025-05-30 00:46:20.000","9.8018798828125","0","7.697773456573486","0"
"2025-05-30 01:01:20.000","9.774017333984375","0","7.785882949829102","0"
"2025-05-30 01:16:20.000","9.74615478515625","0","7.887729167938232","0"
