time_pst,qc_pco2_water,qc_pco2_air,p_co2_in_water_ppm,p_co2_in_air_ppm
2023-09-06T15:00:00Z,0,0,920.33,440.74414
2023-09-06T18:00:00Z,0,0,888.36383,430.52917
2023-09-06T21:00:00Z,0,0,263.95624,408.80377
2023-09-07T00:00:00Z,0,0,389.08566,408.91605
2023-09-07T03:00:00Z,0,0,541.9229,412.71564
2023-09-07T06:00:00Z,0,0,500.8929,421.03192
2023-09-07T09:00:00Z,0,0,609.2068,438.9595
2023-09-07T12:00:00Z,0,0,682.3897,424.53397
2023-09-07T15:00:00Z,0,0,861.8134,427.0152
2023-09-07T18:00:00Z,0,0,829.14026,418.51138
2023-09-07T21:00:00Z,0,0,282.1036,417.47775
2023-09-08T00:00:00Z,0,0,273.25827,478.07056
2023-09-08T03:00:00Z,0,0,377.73706,418.58124
2023-09-08T06:00:00Z,0,0,325.42844,422.65915
2023-09-08T09:00:00Z,0,0,523.0341,430.80414
2023-09-08T12:00:00Z,0,0,725.0582,439.36203
2023-09-08T15:00:00Z,0,0,882.733,435.62622
2023-09-08T18:00:00Z,0,0,862.9862,423.09515
2023-09-08T21:00:00Z,0,0,787.1779,417.80658
2023-09-09T00:00:00Z,0,0,236.06569,416.96863
2023-09-09T03:00:00Z,0,0,295.3614,418.01486
2023-09-09T06:00:00Z,0,0,345.57947,433.9069
2023-09-09T09:00:00Z,0,0,473.65417,479.2112
2023-09-09T12:00:00Z,0,0,694.50696,441.9453
2023-09-09T15:00:00Z,0,0,568.3026,449.58087
2023-09-09T18:00:00Z,0,0,802.32465,430.2738
2023-09-09T21:00:00Z,0,0,675.63873,429.71945
2023-09-10T00:00:00Z,0,0,223.25536,420.80896
2023-09-10T03:00:00Z,0,0,315.71848,428.8772
2023-09-10T06:00:00Z,0,0,375.3393,444.02792
2023-09-10T09:00:00Z,0,0,414.1876,467.39606
2023-09-10T12:00:00Z,0,0,582.87634,495.82346
2023-09-10T15:00:00Z,0,0,393.17776,455.06314
2023-09-10T18:00:00Z,0,0,756.0482,446.00247
2023-09-10T21:00:00Z,0,0,746.1407,422.31964
2023-09-11T00:00:00Z,0,0,208.94086,406.68
2023-09-11T03:00:00Z,0,0,269.69656,423.73965
2023-09-11T06:00:00Z,0,0,539.3153,437.61862
2023-09-11T09:00:00Z,0,0,550.9586,433.82968
2023-09-11T12:00:00Z,0,0,492.06708,441.8057
2023-09-11T15:00:00Z,0,0,633.9655,445.6643
2023-09-11T18:00:00Z,0,0,784.84827,417.2791
2023-09-11T21:00:00Z,0,0,761.61725,407.6771
2023-09-12T00:00:00Z,0,0,163.22397,411.24088
2023-09-12T03:00:00Z,0,0,248.8324,419.7283
2023-09-12T06:00:00Z,0,0,476.8655,420.0762
2023-09-12T09:00:00Z,0,0,234.4543,452.47037
2023-09-12T12:00:00Z,0,0,533.0493,450.76227
2023-09-12T15:00:00Z,0,0,635.59094,449.66345
2023-09-12T18:00:00Z,0,0,699.3262,431.7174
2023-09-12T21:00:00Z,0,0,849.0567,422.404
2023-09-13T00:00:00Z,0,0,298.9312,420.02188
2023-09-13T03:00:00Z,0,0,421.14276,423.25
2023-09-13T06:00:00Z,0,0,561.40967,428.77292
2023-09-13T09:00:00Z,0,0,770.5414,439.6336
2023-09-13T12:00:00Z,0,0,695.50073,443.6643
2023-09-13T15:00:00Z,0,0,642.0518,448.86002
2023-09-13T18:00:00Z,0,0,634.19293,428.57843
2023-09-13T21:00:00Z,0,0,812.6233,428.28397
2023-09-14T00:00:00Z,0,0,283.1312,417.04294
2023-09-14T03:00:00Z,0,0,371.8803,423.06192
2023-09-14T06:00:00Z,0,0,586.3731,431.89206
2023-09-14T09:00:00Z,0,0,788.93964,445.06586
2023-09-14T12:00:00Z,0,0,579.7192,454.68518
2023-09-14T15:00:00Z,0,0,442.01102,438.59467
2023-09-14T18:00:00Z,0,0,441.97968,429.36157
2023-09-14T21:00:00Z,0,0,790.4354,426.1612
2023-09-15T00:00:00Z,0,0,428.68915,422.74966
2023-09-15T03:00:00Z,0,0,478.26602,450.6833
2023-09-15T06:00:00Z,0,0,549.04034,465.02325
2023-09-15T09:00:00Z,0,0,940.5945,472.43362
2023-09-15T12:00:00Z,0,0,585.86597,477.161
2023-09-15T15:00:00Z,0,0,526.63776,446.89948
2023-09-15T18:00:00Z,0,0,424.94003,444.14532
2023-09-15T21:00:00Z,0,0,780.4087,440.8848
2023-09-16T00:00:00Z,0,0,343.32675,416.44226
2023-09-16T03:00:00Z,0,0,508.78723,423.17603
2023-09-16T06:00:00Z,0,0,466.0362,431.814
2023-09-16T09:00:00Z,0,0,909.2014,444.1131
2023-09-16T12:00:00Z,0,0,641.3162,451.90237
2023-09-16T15:00:00Z,0,0,550.8157,450.77466
2023-09-16T18:00:00Z,0,0,462.49536,420.44827
2023-09-16T21:00:00Z,0,0,819.32764,409.05362
2023-09-17T00:00:00Z,0,0,872.68207,411.96515
2023-09-17T03:00:00Z,0,0,636.8691,411.78897
2023-09-17T06:00:00Z,0,0,531.76624,414.92688
2023-09-17T09:00:00Z,0,0,869.0031,430.25858
2023-09-17T12:00:00Z,0,0,921.5695,426.88223
2023-09-17T15:00:00Z,0,0,679.75653,424.35257
2023-09-17T18:00:00Z,0,0,529.03174,412.12537
2023-09-17T21:00:00Z,0,0,785.1905,411.8719
2023-09-18T00:00:00Z,0,0,861.7441,415.2531
2023-09-18T03:00:00Z,0,0,275.3843,418.08206
2023-09-18T06:00:00Z,0,0,330.71497,430.29193
2023-09-18T09:00:00Z,0,0,786.0059,414.3569
2023-09-18T12:00:00Z,0,0,930.90497,414.7117
2023-09-18T15:00:00Z,0,0,853.60944,415.88293
2023-09-18T18:00:00Z,0,0,551.48755,410.6838
2023-09-18T21:00:00Z,0,0,696.4017,411.60898
2023-09-19T00:00:00Z,0,0,760.7877,414.09583
2023-09-19T03:00:00Z,0,0,732.1547,414.72794
2023-09-19T06:00:00Z,0,0,703.0015,427.1424
2023-09-19T09:00:00Z,0,0,750.0515,417.3642
2023-09-19T12:00:00Z,0,0,893.1198,428.45862
2023-09-19T15:00:00Z,0,0,556.64185,425.30432
2023-09-19T18:00:00Z,0,0,407.245,413.42606
2023-09-19T21:00:00Z,0,0,408.49054,416.64362
2023-09-20T00:00:00Z,0,0,859.23883,412.18808
2023-09-20T03:00:00Z,0,0,474.10568,414.78604
2023-09-20T06:00:00Z,0,0,596.5241,420.61533
2023-09-20T09:00:00Z,0,0,650.1942,416.5788
2023-09-20T12:00:00Z,0,0,875.86707,423.78845
2023-09-20T15:00:00Z,0,0,873.0293,420.57617
2023-09-20T18:00:00Z,0,0,750.5428,413.45435
2023-09-20T21:00:00Z,0,0,416.2322,415.2112
2023-09-21T00:00:00Z,0,0,729.6166,416.3552
2023-09-21T03:00:00Z,0,0,368.6807,434.45673
2023-09-21T06:00:00Z,0,0,642.00653,431.8888
2023-09-21T09:00:00Z,0,0,708.2326,432.29413
2023-09-21T12:00:00Z,0,0,842.9223,436.2216
2023-09-21T15:00:00Z,0,0,848.4719,441.21585
2023-09-21T18:00:00Z,0,0,721.04333,413.0195
2023-09-21T21:00:00Z,0,0,333.70798,417.35916
2023-09-22T00:00:00Z,0,0,629.04144,416.95844
2023-09-22T03:00:00Z,0,0,277.32,461.75464
2023-09-22T06:00:00Z,0,0,545.4664,444.83926
2023-09-22T09:00:00Z,0,0,607.42786,477.3552
2023-09-22T12:00:00Z,0,0,676.65015,445.15552
2023-09-22T15:00:00Z,0,0,866.4223,446.0548
2023-09-22T18:00:00Z,0,0,788.8164,432.53345
2023-09-22T21:00:00Z,0,0,248.73688,438.01517
2023-09-23T00:00:00Z,0,0,400.0514,438.42123
2023-09-23T03:00:00Z,0,0,252.67639,445.8817
2023-09-23T06:00:00Z,0,0,364.17728,475.45502
2023-09-23T09:00:00Z,0,0,613.39014,466.13516
2023-09-23T12:00:00Z,0,0,650.90186,430.16638
2023-09-23T15:00:00Z,0,0,933.1386,432.3542
2023-09-23T18:00:00Z,0,0,876.21204,425.19568
2023-09-23T21:00:00Z,0,0,189.6445,424.16867
2023-09-24T00:00:00Z,0,0,172.14258,419.21
2023-09-24T03:00:00Z,0,0,187.46190000000001,426.66827
2023-09-24T06:00:00Z,0,0,193.01398,430.55203
2023-09-24T09:00:00Z,0,0,424.89862,477.53812
2023-09-24T12:00:00Z,0,0,545.95966,441.25345
2023-09-24T15:00:00Z,0,0,868.1126,474.2074
2023-09-24T18:00:00Z,0,0,927.1337,418.67242
2023-09-24T21:00:00Z,0,0,735.57983,413.07596
2023-09-25T00:00:00Z,0,0,321.19037,413.1169
2023-09-25T03:00:00Z,0,0,314.71466,415.67963
2023-09-25T06:00:00Z,0,0,386.91965,419.48898
2023-09-25T09:00:00Z,0,0,401.78687,420.8181
2023-09-25T12:00:00Z,0,0,413.24414,420.775
2023-09-25T15:00:00Z,0,0,637.84534,418.6
2023-09-25T18:00:00Z,0,0,902.47107,417.98068
2023-09-25T21:00:00Z,0,0,946.1245,416.45984
2023-09-26T00:00:00Z,0,0,490.3038,419.76306
2023-09-26T03:00:00Z,0,0,524.7869,422.0248
2023-09-26T06:00:00Z,0,0,479.6867,421.92328
2023-09-26T09:00:00Z,0,0,543.5236,434.14554
2023-09-26T12:00:00Z,0,0,625.35706,459.48038
2023-09-26T15:00:00Z,0,0,662.08484,451.71463
2023-09-26T18:00:00Z,0,0,890.2558,433.0374
2023-09-26T21:00:00Z,0,0,863.9002,424.27222
2023-09-27T00:00:00Z,0,0,361.98398,430.80435
2023-09-27T03:00:00Z,0,0,377.6388,415.24377
2023-09-27T06:00:00Z,0,0,711.54205,417.74515
2023-09-27T09:00:00Z,0,0,459.10257,421.17987
2023-09-27T12:00:00Z,0,0,552.3372,421.61206
2023-09-27T15:00:00Z,0,0,593.6578,429.06845
2023-09-27T18:00:00Z,0,0,928.54645,425.21414
2023-09-27T21:00:00Z,0,0,931.91974,424.899
2023-09-28T00:00:00Z,0,0,448.42892,422.59592
2023-09-28T03:00:00Z,0,0,533.8643,426.4485
2023-09-28T06:00:00Z,0,0,809.61383,434.281
2023-09-28T09:00:00Z,0,0,1023.5129,429.03107
2023-09-28T12:00:00Z,0,0,601.4914,448.5919
2023-09-28T15:00:00Z,0,0,681.5175,443.45273
2023-09-28T18:00:00Z,0,0,896.74115,414.16794
2023-09-28T21:00:00Z,0,0,883.96564,413.93066
2023-09-29T00:00:00Z,0,0,663.61255,413.70398
2023-09-29T03:00:00Z,0,0,596.39386,422.91296
2023-09-29T06:00:00Z,0,0,826.7364,435.45865
2023-09-29T09:00:00Z,0,0,999.5369,441.6197
2023-09-29T12:00:00Z,0,0,677.5638,466.9512
2023-09-29T15:00:00Z,0,0,668.7381,457.77933
2023-09-29T18:00:00Z,0,0,793.20636,421.95154
2023-09-29T21:00:00Z,0,0,927.5826,420.4295
2023-09-30T00:00:00Z,0,0,606.6302,417.71066
2023-09-30T03:00:00Z,0,0,455.88556,430.13065
2023-09-30T06:00:00Z,0,0,640.892,449.32306
2023-09-30T09:00:00Z,0,0,994.4579,443.50534
2023-09-30T12:00:00Z,0,0,760.56714,432.80658
2023-09-30T15:00:00Z,0,0,684.2453,432.22726
2023-09-30T18:00:00Z,0,0,574.4574,421.18814
2023-09-30T21:00:00Z,0,0,919.3852,420.3964
2023-10-01T00:00:00Z,0,0,498.85135,417.78864
2023-10-01T03:00:00Z,0,0,427.52863,427.31485
2023-10-01T06:00:00Z,0,0,661.1243,460.16653
2023-10-01T09:00:00Z,0,0,956.79034,440.10754
2023-10-01T12:00:00Z,0,0,973.8652,441.32
2023-10-01T15:00:00Z,0,0,600.65564,433.10364
2023-10-01T18:00:00Z,0,0,540.25006,417.65274
2023-10-01T21:00:00Z,0,0,858.2774,419.1312
2023-10-02T00:00:00Z,0,0,905.2919,420.1207
2023-10-02T03:00:00Z,0,0,536.0098,444.28537
2023-10-02T06:00:00Z,0,0,695.9233,448.9947
2023-10-02T09:00:00Z,0,0,893.9553,442.16104
2023-10-02T12:00:00Z,0,0,947.82556,435.5367
2023-10-02T15:00:00Z,0,0,559.36346,439.74948
2023-10-02T18:00:00Z,0,0,401.80054,442.86417
2023-10-02T21:00:00Z,0,0,735.1587,434.64032
2023-10-03T00:00:00Z,0,0,927.7929,436.42688
2023-10-03T03:00:00Z,0,0,678.89966,443.7136
2023-10-03T06:00:00Z,0,0,800.6398,434.0107
2023-10-04T12:00:00Z,0,0,907.19165,470.89792
2023-10-04T15:00:00Z,0,0,954.7248,456.65656
2023-10-04T18:00:00Z,0,0,410.27466,454.91415
2023-10-04T21:00:00Z,0,0,300.0736,420.71396
2023-10-05T00:00:00Z,0,0,650.09503,437.17844
2023-10-05T03:00:00Z,0,0,252.49533,425.01862
2023-10-05T06:00:00Z,0,0,334.124,431.12723
2023-10-05T09:00:00Z,0,0,538.825,452.68607
2023-10-05T12:00:00Z,0,0,895.78217,489.6824
2023-10-05T15:00:00Z,0,0,1001.9106,456.36984
2023-10-05T18:00:00Z,0,0,919.1852,432.82983
2023-10-05T21:00:00Z,0,0,537.0419,425.4924
2023-10-06T00:00:00Z,0,0,424.36188,433.4591
2023-10-06T03:00:00Z,0,0,532.51166,481.47037
2023-10-06T06:00:00Z,0,0,555.43274,448.8634
2023-10-06T09:00:00Z,0,0,759.05914,479.41675
2023-10-06T12:00:00Z,0,0,806.9338,487.83206
2023-10-06T15:00:00Z,0,0,902.1853,465.64688
2023-10-06T18:00:00Z,0,0,908.3679,437.41464
2023-10-06T21:00:00Z,0,0,402.0807,428.15997
2023-10-07T00:00:00Z,0,0,450.8962,428.44635
2023-10-07T03:00:00Z,0,0,382.5195,482.34018
2023-10-07T06:00:00Z,0,0,463.8714,474.97586
2023-10-07T09:00:00Z,0,0,749.6261,497.30432
2023-10-07T12:00:00Z,0,0,772.4898,488.23865
2023-10-07T15:00:00Z,0,0,926.12256,480.25223
2023-10-07T18:00:00Z,0,0,990.45184,455.35788
2023-10-07T21:00:00Z,0,0,856.8331,448.35672
2023-10-08T00:00:00Z,0,0,371.4879,446.83224
2023-10-08T03:00:00Z,0,0,391.75482,491.83258
2023-10-08T06:00:00Z,0,0,355.39572,498.85275
2023-10-08T09:00:00Z,0,0,464.94846,472.97775
2023-10-08T12:00:00Z,0,0,730.40485,471.59207
2023-10-08T15:00:00Z,0,0,861.73157,449.52188
2023-10-08T18:00:00Z,0,0,976.4328,450.43106
2023-10-08T21:00:00Z,0,0,898.5099,447.80725
2023-10-09T00:00:00Z,0,0,157.08794,432.8971
2023-10-09T03:00:00Z,0,0,405.6905,463.90115
2023-10-09T06:00:00Z,0,0,245.00516,461.5436
2023-10-09T09:00:00Z,0,0,408.79742,455.66312
2023-10-09T12:00:00Z,0,0,627.79034,434.3638
2023-10-09T15:00:00Z,0,0,743.1164,447.7426
2023-10-09T18:00:00Z,0,0,972.67365,433.865
2023-10-09T21:00:00Z,0,0,971.9865,430.58386
2023-10-10T00:00:00Z,0,0,264.70016,426.26013
2023-10-10T03:00:00Z,0,0,487.97916,422.6614
2023-10-10T06:00:00Z,0,0,565.6829,421.82068
2023-10-10T09:00:00Z,0,0,384.01364,443.43738
2023-10-10T12:00:00Z,0,0,626.53107,444.03812
2023-10-10T15:00:00Z,0,0,706.41205,422.50415
2023-10-10T18:00:00Z,0,0,910.7567,426.29257
2023-10-10T21:00:00Z,0,0,999.2445,426.22156
2023-10-11T00:00:00Z,0,0,658.39417,420.58
2023-10-11T03:00:00Z,0,0,648.8363,423.5831
2023-10-11T06:00:00Z,0,0,673.79083,435.35086
2023-10-11T09:00:00Z,0,0,935.3845,425.5357
2023-10-11T12:00:00Z,0,0,749.0836,425.85846
2023-10-11T15:00:00Z,0,0,745.52954,430.35773
2023-10-11T18:00:00Z,0,0,976.46655,426.96277
2023-10-11T21:00:00Z,0,0,1014.11774,423.21036
2023-10-12T00:00:00Z,0,0,571.50037,426.10294
2023-10-12T03:00:00Z,0,0,573.42365,449.0662
2023-10-12T06:00:00Z,0,0,886.77655,437.93326
2023-10-12T09:00:00Z,0,0,1016.829,477.7935
2023-10-12T12:00:00Z,0,0,685.1128,503.4986
2023-10-12T15:00:00Z,0,0,743.76447,451.63983
2023-10-12T18:00:00Z,0,0,938.8458,439.04294
2023-10-12T21:00:00Z,0,0,938.7965,435.7169
2023-10-13T00:00:00Z,0,0,602.7175,437.01498
2023-10-13T03:00:00Z,0,0,497.7043,438.23444
2023-10-13T06:00:00Z,0,0,765.9903,441.20206
2023-10-13T09:00:00Z,0,0,1007.1765,469.1081
2023-10-13T12:00:00Z,0,0,772.3607,423.80414
2023-10-13T15:00:00Z,0,0,827.4815,425.66086
2023-10-13T18:00:00Z,0,0,901.55206,421.73654
2023-10-13T21:00:00Z,0,0,953.3111,418.80176
2023-10-14T00:00:00Z,0,0,899.1328,418.73703
2023-10-14T03:00:00Z,0,0,761.73376,439.90726
2023-10-14T06:00:00Z,0,0,767.8664,444.99432
2023-10-14T09:00:00Z,0,0,998.66187,504.78018
2023-10-14T12:00:00Z,0,0,980.2857,462.5886
2023-10-14T15:00:00Z,0,0,807.1399,475.67325
2023-10-14T18:00:00Z,0,0,864.0258,445.64124
2023-10-14T21:00:00Z,0,0,898.16315,429.28934
2023-10-15T00:00:00Z,0,0,825.63226,437.4334
2023-10-15T03:00:00Z,0,0,815.5826,439.45
2023-10-15T06:00:00Z,0,0,815.0757,441.33258
2023-10-15T09:00:00Z,0,0,905.7975,462.72223
2023-10-15T12:00:00Z,0,0,908.0623,469.53137
2023-10-15T15:00:00Z,0,0,873.8007,489.25174
2023-10-15T18:00:00Z,0,0,783.3664,441.73828
2023-10-15T21:00:00Z,0,0,850.21875,431.61465
2023-10-16T00:00:00Z,0,0,863.7102,434.08914
2023-10-16T03:00:00Z,0,0,853.6074,446.13345
2023-10-16T06:00:00Z,0,0,904.2965,455.94376
2023-10-16T09:00:00Z,0,0,949.4128,483.52692
2023-10-16T12:00:00Z,0,0,971.609,432.43362
2023-10-16T15:00:00Z,0,0,969.0455,441.3207
2023-10-16T18:00:00Z,0,0,898.93024,439.91138
2023-10-16T21:00:00Z,0,0,897.71466,438.17157
2023-10-17T00:00:00Z,0,0,874.6474,420.689
2023-10-17T03:00:00Z,0,0,869.97864,432.57565
2023-10-17T06:00:00Z,0,0,898.29694,445.19345
2023-10-17T09:00:00Z,0,0,952.4195,443.66776
2023-10-17T12:00:00Z,0,0,968.4465,477.1943
2023-10-17T15:00:00Z,0,0,964.27454,447.30704
2023-10-17T18:00:00Z,0,0,908.38416,438.0466
2023-10-17T21:00:00Z,0,0,899.9864,433.11002
2023-10-18T00:00:00Z,0,0,927.1753,422.096
2023-10-18T03:00:00Z,0,0,910.5809,432.68793
2023-10-18T06:00:00Z,0,0,935.8773,436.25586
2023-10-18T09:00:00Z,0,0,864.1619,446.796
2023-10-18T12:00:00Z,0,0,861.9662,442.26694
2023-10-18T15:00:00Z,0,0,874.6751,457.8191
2023-10-18T18:00:00Z,0,0,883.2774,432.25415
2023-10-18T21:00:00Z,0,0,802.5134,434.63705
2023-10-19T00:00:00Z,0,0,794.934,439.53348
2023-10-19T03:00:00Z,0,0,811.1001,454.18396
2023-10-19T06:00:00Z,0,0,922.68787,468.8398
2023-10-19T09:00:00Z,0,0,952.0045,463.82086
2023-10-19T12:00:00Z,0,0,861.9382,484.26706
2023-10-19T15:00:00Z,0,0,841.7395,477.21103
2023-10-19T18:00:00Z,0,0,816.3125,457.3193
2023-10-19T21:00:00Z,0,0,705.0033,456.39706
2023-10-20T00:00:00Z,0,0,762.45435,442.7538
2023-10-20T03:00:00Z,0,0,796.5925,459.05896
2023-10-20T06:00:00Z,0,0,918.60345,426.11758
2023-10-20T09:00:00Z,0,0,967.6723,422.4717
2023-10-20T12:00:00Z,0,0,850.71326,427.1578
2023-10-20T15:00:00Z,0,0,825.7779,427.77
2023-10-20T18:00:00Z,0,0,817.9279,426.46677
2023-10-20T21:00:00Z,0,0,755.6323,426.2631
2023-10-21T00:00:00Z,0,0,715.5811,428.37122
2023-10-21T03:00:00Z,0,0,787.5037,451.1093
2023-10-21T06:00:00Z,0,0,903.40515,473.92206
2023-10-21T08:00:00Z,0,0,952.65515,471.12036
2023-10-21T08:30:00Z,0,0,964.0845,454.55206
2023-10-21T09:00:00Z,0,0,965.0609,437.1574
2023-10-21T09:30:00Z,0,0,966.1938,428.1491
2023-10-21T10:00:00Z,0,0,976.39624,437.45602
2023-10-21T10:30:00Z,0,0,955.4208,438.10123
2023-10-21T12:00:00Z,0,0,833.09875,453.19568
2023-10-21T15:00:00Z,0,0,825.2365,451.98206
2023-10-21T18:00:00Z,0,0,812.1586,429.47415
2023-10-21T21:00:00Z,0,0,790.70294,428.89246
2023-10-22T00:00:00Z,0,0,630.46466,429.01346
2023-10-22T03:00:00Z,0,0,858.4897,434.7024
2023-10-22T06:00:00Z,0,0,865.9272,451.36725
2023-10-22T09:00:00Z,0,0,938.5202,439.5924
2023-10-22T12:00:00Z,0,0,924.43414,430.71652
2023-10-22T15:00:00Z,0,0,762.77466,437.99484
2023-10-22T18:00:00Z,0,0,747.4943,424.47653
2023-10-22T21:00:00Z,0,0,677.38306,429.3902
2023-10-23T00:00:00Z,0,0,558.63086,429.03397
2023-10-23T03:00:00Z,0,0,684.4077,454.7874
2023-10-23T06:00:00Z,0,0,876.19574,452.74896
2023-10-23T09:00:00Z,0,0,897.18384,448.87656
2023-10-23T12:00:00Z,0,0,923.1814,455.87277
2023-10-23T15:00:00Z,0,0,782.7155,455.3095
2023-10-23T18:00:00Z,0,0,757.72003,430.49066
2023-10-23T21:00:00Z,0,0,738.09674,418.87482
2023-10-24T00:00:00Z,0,0,721.3078,420.40192
2023-10-24T03:00:00Z,0,0,777.25037,426.2462
2023-10-24T06:00:00Z,0,0,818.3272,435.04602
2023-10-24T09:00:00Z,0,0,906.7988,438.32898
2023-10-24T12:00:00Z,0,0,922.2838,439.46823
2023-10-24T15:00:00Z,0,0,822.0035,440.01224
2023-10-24T18:00:00Z,0,0,799.57574,438.10846
2023-10-24T21:00:00Z,0,0,776.7459,429.70703
2023-10-25T00:00:00Z,0,0,782.4376,431.97208
2023-10-25T03:00:00Z,0,0,791.66925,432.89572
2023-10-25T06:00:00Z,0,0,821.7843,424.8257
2023-10-25T09:00:00Z,0,0,896.6593,429.8924
2023-10-25T12:00:00Z,0,0,869.5475,430.49118
2023-10-25T15:00:00Z,0,0,914.80164,437.55878
2023-10-25T18:00:00Z,0,0,855.2328,428.73987
2023-10-25T21:00:00Z,0,0,832.8697,425.85876
2023-10-26T00:00:00Z,0,0,761.9936,433.42706
2023-10-26T03:00:00Z,0,0,815.14343,441.00964
2023-10-26T06:00:00Z,0,0,867.5113,442.89725
2023-10-26T09:00:00Z,0,0,884.86664,452.35468
2023-10-26T12:00:00Z,0,0,843.2911,450.78946
2023-10-26T15:00:00Z,0,0,836.94165,466.80002
2023-10-26T18:00:00Z,0,0,871.8131,426.4372
2023-10-26T21:00:00Z,0,0,859.45483,438.33295
2023-10-27T00:00:00Z,0,0,754.942,438.42865
2023-10-27T03:00:00Z,0,0,780.5457,444.11188
2023-10-27T06:00:00Z,0,0,861.617,442.77103
2023-10-27T09:00:00Z,0,0,861.4558,433.22137
2023-10-27T12:00:00Z,0,0,876.6573,436.46774
2023-10-27T15:00:00Z,0,0,886.6678,434.74652
2023-10-27T18:00:00Z,0,0,857.07794,426.14865
2023-10-27T21:00:00Z,0,0,870.335,425.75507
2023-10-28T00:00:00Z,0,0,798.8112,432.9043
2023-10-28T03:00:00Z,0,0,816.5302,437.2457
2023-10-28T06:00:00Z,0,0,893.07367,461.06998
2023-10-28T09:00:00Z,0,0,883.5291,441.06348
2023-10-28T12:00:00Z,0,0,904.85175,440.93945
2023-10-28T15:00:00Z,0,0,887.8236,439.10898
2023-10-28T18:00:00Z,0,0,889.5064,433.67258
2023-10-28T21:00:00Z,0,0,892.46796,430.03723
2023-10-29T00:00:00Z,0,0,793.21216,435.06537
2023-10-29T03:00:00Z,0,0,796.7358,437.6417
2023-10-29T06:00:00Z,0,0,818.10547,438.8476
2023-10-29T09:00:00Z,0,0,901.841,440.8631
2023-10-29T12:00:00Z,0,0,926.6552,458.77243
2023-10-29T15:00:00Z,0,0,885.3919,442.2862
2023-10-29T18:00:00Z,0,0,815.5307,435.52277
2023-10-29T21:00:00Z,0,0,927.16345,439.2616
2023-10-30T00:00:00Z,0,0,811.1652,435.59933
2023-10-30T03:00:00Z,0,0,811.69055,444.7767
2023-10-30T06:00:00Z,0,0,854.66644,443.0126
2023-10-30T09:00:00Z,0,0,918.41614,444.6938
2023-10-30T12:00:00Z,0,0,957.33746,463.90002
2023-10-30T15:00:00Z,0,0,926.2447,462.4714
2023-10-30T18:00:00Z,0,0,837.46277,432.9988
2023-10-30T21:00:00Z,0,0,922.5735,435.3948
2023-10-31T00:00:00Z,0,0,866.4098,441.7907
2023-10-31T03:00:00Z,0,0,804.7269,444.82138
2023-10-31T06:00:00Z,0,0,822.5242,446.11624
2023-10-31T09:00:00Z,0,0,938.8763,447.07205
2023-10-31T12:00:00Z,0,0,972.2533,449.01447
2023-10-31T15:00:00Z,0,0,969.20953,473.0052
2023-10-31T18:00:00Z,0,0,846.813,436.69434
2023-10-31T21:00:00Z,0,0,924.98584,440.14087
2023-11-01T00:00:00Z,0,0,820.8732,442.59708
2023-11-01T03:00:00Z,0,0,840.8129,473.80588
2023-11-01T06:00:00Z,0,0,848.675,463.99414
2023-11-01T09:00:00Z,0,0,955.6628,476.61383
2023-11-01T12:00:00Z,0,0,981.55835,461.4793
2023-11-01T15:00:00Z,0,0,967.4547,473.62173
2023-11-01T18:00:00Z,0,0,868.43933,443.1979
2023-11-01T21:00:00Z,0,0,815.58777,454.92035
2023-11-02T00:00:00Z,0,0,861.06665,456.4257
2023-11-02T03:00:00Z,0,0,848.96375,458.52298
2023-11-02T06:00:00Z,0,0,879.8586,448.22275
2023-11-02T09:00:00Z,0,0,923.7068,454.67
2023-11-02T12:00:00Z,0,0,983.4161,455.55185
2023-11-02T15:00:00Z,0,0,1019.74084,453.84656
2023-11-02T18:00:00Z,0,0,887.274,444.6038
2023-11-02T21:00:00Z,0,0,854.4778,437.70032
2023-11-03T00:00:00Z,0,0,846.327,430.94882
2023-11-03T03:00:00Z,0,0,885.3336,429.7105
2023-11-03T06:00:00Z,0,0,908.5361,468.10446
2023-11-03T09:00:00Z,0,0,916.41125,444.3862
2023-11-03T12:00:00Z,0,0,1007.76447,471.12534
2023-11-03T15:00:00Z,0,0,1039.5432,465.73706
2023-11-03T18:00:00Z,0,0,967.4293,446.42242
2023-11-03T21:00:00Z,0,0,865.1305,423.23846
2023-11-04T00:00:00Z,0,0,840.9224,433.49222
2023-11-04T03:00:00Z,0,0,854.0402,426.1848
2023-11-04T06:00:00Z,0,0,893.6906,419.2855
2023-11-04T09:00:00Z,0,0,932.9599,431.96774
2023-11-04T12:00:00Z,0,0,1029.3839,438.30328
2023-11-04T15:00:00Z,0,0,1063.857,455.22037
2023-11-04T18:00:00Z,0,0,896.8857,437.5283
2023-11-04T21:00:00Z,0,0,826.2639,424.76276
2023-11-05T00:00:00Z,0,0,891.8957,425.93106
2023-11-05T03:00:00Z,0,0,861.5962,438.25137
2023-11-05T06:00:00Z,0,0,882.43616,441.92032
2023-11-05T09:00:00Z,0,0,896.0226,496.96744
2023-11-05T12:00:00Z,0,0,928.04663,449.75348
2023-11-05T15:00:00Z,0,0,1041.2039,458.03348
2023-11-05T18:00:00Z,0,0,1023.6962,425.14758
2023-11-05T21:00:00Z,0,0,868.5942,425.5893
2023-11-06T00:00:00Z,0,0,870.17194,425.12637
2023-11-06T03:00:00Z,0,0,927.41425,444.8043
