Number,Id,Datetime,Timestamp,Runtime,Type,Depth,Temperature,Heading,Roll,Pitch
1,188,2024-09-23 20:49:58,1727149798,13,p,0.17,19.6,180,-86.3,2.1
2,189,2024-09-23 20:50:07,1727149807,22,p,0.17,19.6,177.9,-94.7,3.4
3,190,2024-09-23 20:50:17,1727149817,32,p,0.17,19.6,186.1,-91.7,1.7
4,191,2024-09-23 20:50:27,1727149827,42,p,0.92,15.1,195.6,-81.8,56.3
5,192,2024-09-23 20:50:37,1727149837,52,p,0.81,12.6,94.2,-88.3,-1.2
6,193,2024-09-23 20:50:47,1727149847,62,p,2.49,11.7,3.4,-85.4,-3.4
7,194,2024-09-23 20:50:57,1727149857,72,p,5.3,11.2,344.4,-65.9,13.8
8,195,2024-09-23 20:51:07,1727149867,82,p,5.3,10.9,344.4,-65.9,13.8
9,196,2024-09-23 20:51:17,1727149877,92,p,5.3,10.8,344.4,-65.9,13.8
10,197,2024-09-23 20:51:27,1727149887,102,p,5.3,10.7,344.4,-65.9,13.8
11,198,2024-09-23 20:51:37,1727149897,112,p,5.3,10.7,344.4,-65.9,13.8
12,199,2024-09-23 20:51:47,1727149907,122,p,5.31,10.7,344.4,-65.9,13.8
13,200,2024-09-23 20:51:57,1727149917,132,p,5.3,10.7,344.4,-65.9,13.8
14,201,2024-09-23 20:52:07,1727149927,142,p,5.31,10.7,344.4,-65.9,13.8
15,202,2024-09-23 20:52:17,1727149937,152,p,5.31,10.7,344.4,-65.9,13.8
16,203,2024-09-23 20:52:27,1727149947,162,p,5.32,10.7,344.4,-65.9,13.8
17,204,2024-09-23 20:52:37,1727149957,172,p,5.31,10.7,344.4,-65.9,13.8
18,205,2024-09-23 20:52:47,1727149967,182,p,5.31,10.7,344.4,-65.9,13.8
19,206,2024-09-23 20:52:57,1727149977,192,p,5.31,10.7,344.4,-65.9,13.8
20,207,2024-09-23 20:53:07,1727149987,202,p,5.31,10.6,344.4,-65.9,13.8
21,208,2024-09-23 20:53:17,1727149997,212,p,5.32,10.6,344.4,-65.9,13.8
22,209,2024-09-23 20:53:27,1727150007,222,p,5.33,10.6,344.4,-65.9,13.8
23,210,2024-09-23 20:53:37,1727150017,232,p,5.32,10.6,344.4,-65.9,13.8
24,211,2024-09-23 20:53:47,1727150027,242,p,5.33,10.6,344.4,-65.9,13.8
25,212,2024-09-23 20:53:57,1727150037,252,p,5.33,10.6,344.4,-65.9,13.8
26,213,2024-09-23 20:54:06,1727150046,261,p,5.33,10.6,344.4,-65.9,13.8
27,214,2024-09-23 20:54:16,1727150056,271,p,5.33,10.6,344.4,-65.9,13.8
28,215,2024-09-23 20:54:26,1727150066,281,p,5.33,10.6,344.4,-65.9,13.8
29,216,2024-09-23 20:54:36,1727150076,291,p,5.33,10.6,344.4,-65.9,13.8
30,217,2024-09-23 20:54:46,1727150086,301,p,5.35,10.6,344.4,-65.9,13.8
31,218,2024-09-23 20:54:56,1727150096,311,p,5.35,10.6,344.4,-65.9,13.8
32,219,2024-09-23 20:55:06,1727150106,321,p,5.35,10.6,344.4,-65.9,13.8
33,220,2024-09-23 20:55:16,1727150116,331,p,5.35,10.6,344.4,-65.9,13.8
34,221,2024-09-23 20:55:26,1727150126,341,p,5.35,10.6,344.4,-65.9,13.8
